MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
234.4911,379.2787,149.5919,0.004,0.0001,0.0055,0.0011,0.0103,0.0347,0.155,0.019,0.0121,0.0087,0.0437,0.0559,28.1844,0.5378,0.6394,-6.6479,0.1944,1.4389,0.2219
217.8465,357.8293,137.3932,0.0042,0.0,0.0011,0.0032,0.0151,0.0405,0.1839,0.0104,0.0209,0.0229,0.0283,0.0285,27.6223,0.4295,0.7522,-6.7274,0.0135,2.8463,0.1889
233.268,490.4792,102.6588,0.0103,0.0,0.0045,0.0024,0.0102,0.0103,0.2904,0.0224,0.013,0.0165,0.0638,0.0904,19.3457,0.5798,0.7248,-7.6506,0.0344,2.5462,0.1946
240.2178,347.8548,160.9644,0.0039,0.0,0.0033,0.0046,0.0148,0.0363,0.2262,0.0142,0.0221,0.01,0.0601,0.0278,18.5437,0.315,0.6782,-7.6852,0.0981,1.9908,0.1317
166.8131,204.8238,183.2195,0.0025,0.0,0.0052,0.0015,0.0183,0.0408,0.3852,0.0167,0.0179,0.0087,0.0387,0.0327,24.933,0.5485,0.6525,-6.8838,0.1818,2.2017,0.2079
149.4845,281.2174,133.0017,0.0058,0.0001,0.0061,0.0035,0.0142,0.0379,0.1168,0.0069,0.0179,0.0254,0.0699,0.0313,32.5199,0.4946,0.7619,-6.0389,0.2816,1.6147,0.0751
242.2754,142.9604,97.0826,0.0094,0.0,0.0031,0.0037,0.0073,0.0313,0.1559,0.0148,0.0151,0.0101,0.0412,0.0121,22.2042,0.3189,0.755,-6.9311,0.0474,2.0017,0.1144
145.2004,327.5071,106.2269,0.0118,0.0,0.0013,0.0052,0.01,0.0351,0.0988,0.0138,0.0121,0.0074,0.0396,0.0031,20.5496,0.2591,0.7218,-6.6427,0.0527,2.1434,0.1519
248.0031,558.3935,209.1767,0.0046,0.0001,0.0036,0.0026,0.0029,0.0231,0.267,0.0183,0.0069,0.0264,0.0438,0.1008,19.0022,0.3642,0.7644,-5.6454,0.0224,1.8747,0.0732
196.0263,374.3629,136.2972,0.0091,0.0,0.001,0.0015,0.0139,0.0328,0.2816,0.0225,0.0183,0.0205,0.0214,0.0909,31.9537,0.2705,0.6437,-7.5777,0.0715,1.9164,0.1141
220.4298,554.534,186.7278,0.0114,0.0001,0.0027,0.0044,0.0078,0.0313,0.2936,0.0114,0.0158,0.0077,0.0186,0.0147,24.558,0.4709,0.784,-6.0832,0.2813,2.047,0.235
233.193,440.9309,162.1261,0.0048,0.0001,0.0058,0.0029,0.0047,0.0388,0.3729,0.0075,0.0221,0.0253,0.025,0.0644,25.7176,0.41,0.7805,-5.2176,0.0225,1.518,0.0665
145.9593,555.6832,198.9089,0.0088,0.0001,0.0033,0.0052,0.0041,0.0152,0.106,0.012,0.0196,0.0175,0.0677,0.0447,30.1066,0.5903,0.7645,-6.2139,0.0698,1.4793,0.1774
173.573,185.6887,128.0969,0.0101,0.0,0.0011,0.0048,0.0034,0.0241,0.3788,0.0065,0.0169,0.0216,0.0493,0.067,30.6196,0.4968,0.7794,-5.5757,0.2281,1.686,0.1761
254.0573,530.0188,201.6071,0.0019,0.0001,0.0018,0.0048,0.0137,0.0395,0.3121,0.0069,0.0204,0.0084,0.0631,0.0723,32.9272,0.3517,0.7203,-7.392,0.0133,2.7779,0.0489
240.8681,455.5533,103.6117,0.0035,0.0001,0.0022,0.0051,0.0164,0.0157,0.3234,0.0128,0.0215,0.0215,0.0396,0.1055,28.0828,0.4139,0.738,-5.398,0.0281,2.6675,0.1566
251.6749,546.0546,180.9506,0.0019,0.0001,0.0038,0.0051,0.0117,0.0182,0.3531,0.0211,0.0123,0.0202,0.0465,0.0533,25.1073,0.5316,0.7481,-6.1709,0.1692,1.8547,0.249
205.7387,527.8344,125.2355,0.0098,0.0,0.0048,0.0052,0.0068,0.0293,0.3284,0.0051,0.0225,0.0223,0.0488,0.0692,25.7354,0.5437,0.7275,-7.3652,0.0955,2.757,0.0949
205.1602,586.6367,87.3416,0.0031,0.0001,0.005,0.0041,0.0169,0.01,0.3413,0.0216,0.0152,0.0163,0.0547,0.0356,29.4258,0.567,0.7736,-5.5367,0.1039,2.6405,0.1541
131.3254,157.6662,140.8127,0.0027,0.0,0.0038,0.0031,0.0068,0.028,0.1553,0.0118,0.0207,0.0084,0.04,0.0037,31.8221,0.3842,0.7393,-6.664,0.0185,2.3093,0.0663
129.7893,405.2786,147.9208,0.0086,0.0,0.001,0.0036,0.0124,0.0227,0.0983,0.0125,0.0164,0.0111,0.0284,0.0784,24.8444,0.6096,0.6336,-5.4413,0.1358,1.7852,0.1348
189.155,289.9863,186.8438,0.0104,0.0,0.0012,0.0026,0.0029,0.038,0.3424,0.0105,0.0145,0.017,0.0388,0.0355,25.333,0.3228,0.6473,-6.9297,0.0823,2.1742,0.0797
138.6452,440.5866,204.7768,0.0127,0.0001,0.0014,0.0026,0.0062,0.0212,0.2801,0.0063,0.0067,0.0193,0.0577,0.0901,20.9001,0.659,0.7607,-5.371,0.2883,1.9754,0.1865
138.7942,169.0112,193.1923,0.0049,0.0001,0.001,0.0047,0.0096,0.0112,0.2835,0.0144,0.0169,0.0198,0.0491,0.0469,22.9574,0.6042,0.7684,-7.4431,0.0932,1.7736,0.2001
222.7776,405.9595,119.1059,0.009,0.0,0.0033,0.0055,0.0049,0.0258,0.2669,0.0221,0.008,0.0138,0.0561,0.105,23.1183,0.2981,0.6308,-6.0601,0.2742,1.6013,0.1586
126.2656,441.8329,201.139,0.0084,0.0001,0.0035,0.0017,0.0029,0.0336,0.3162,0.0098,0.0153,0.0249,0.051,0.0317,30.3325,0.5906,0.7131,-6.5167,0.0539,1.5363,0.2478
227.684,383.6377,167.5689,0.011,0.0,0.0049,0.0051,0.0173,0.0332,0.232,0.0055,0.0148,0.0111,0.0313,0.0918,20.0322,0.3909,0.6556,-6.7088,0.1981,2.114,0.2319
185.1005,432.194,84.8799,0.0101,0.0,0.0016,0.0032,0.0186,0.0132,0.2008,0.0076,0.0078,0.0209,0.0397,0.0866,27.3982,0.259,0.6473,-7.7631,0.0429,2.2241,0.2036
218.6048,220.8201,210.6567,0.0041,0.0,0.0053,0.0028,0.0092,0.034,0.2705,0.0231,0.0169,0.0105,0.0679,0.0723,24.3566,0.4403,0.6324,-7.256,0.17,1.746,0.2243
116.8624,568.0453,162.2146,0.0133,0.0001,0.0052,0.0044,0.0051,0.0312,0.1243,0.0231,0.009,0.0266,0.0338,0.0778,20.3354,0.4786,0.6829,-6.5633,0.0387,1.9727,0.0898
258.3762,389.4881,188.2449,0.0061,0.0001,0.0041,0.0032,0.0065,0.0228,0.3324,0.0051,0.0147,0.0194,0.0352,0.1026,18.1845,0.4448,0.6806,-7.0337,0.2805,2.2061,0.191
243.2645,156.1139,226.8758,0.0032,0.0,0.0061,0.0048,0.0087,0.0354,0.3992,0.0079,0.0065,0.0099,0.0433,0.0381,22.7996,0.3859,0.7234,-6.1563,0.0946,1.8901,0.1417
136.8596,536.8385,155.7165,0.0019,0.0,0.0045,0.0033,0.0114,0.0342,0.2024,0.0127,0.0189,0.0189,0.0473,0.0304,21.2942,0.3721,0.6296,-6.5383,0.019,2.6367,0.1544
197.5912,519.0831,180.9081,0.0045,0.0,0.0058,0.0028,0.0091,0.0395,0.3124,0.0179,0.0156,0.0151,0.0442,0.0801,27.7058,0.4663,0.7437,-6.8148,0.239,2.16,0.2445
250.1891,239.8002,160.4799,0.0112,0.0,0.0017,0.0045,0.0034,0.0357,0.3419,0.0214,0.022,0.0235,0.0224,0.0101,24.7991,0.4897,0.6719,-7.1795,0.087,2.2461,0.1804
248.7337,159.6377,170.6675,0.0058,0.0,0.0011,0.0042,0.0127,0.0243,0.3874,0.0075,0.0166,0.0195,0.0324,0.0951,31.5632,0.4457,0.7531,-6.7893,0.2141,2.104,0.0654
200.5244,450.1134,177.8738,0.0103,0.0001,0.0028,0.0046,0.0112,0.0103,0.3692,0.0159,0.0211,0.0272,0.0555,0.0685,25.3566,0.5843,0.6459,-7.5447,0.1091,2.2743,0.2469
214.3274,223.0431,207.9683,0.0063,0.0001,0.0059,0.0039,0.0033,0.0133,0.283,0.01,0.0211,0.0198,0.0164,0.0682,26.4174,0.5197,0.6607,-5.831,0.015,2.6993,0.0613
116.2947,529.5806,105.9775,0.0084,0.0,0.001,0.0032,0.0118,0.0287,0.3196,0.022,0.0102,0.0158,0.0677,0.1066,21.9902,0.4155,0.6551,-6.2831,0.2261,2.0034,0.046
197.4781,461.7293,122.7865,0.0118,0.0,0.0014,0.0026,0.0042,0.0159,0.1406,0.0049,0.0131,0.0269,0.0239,0.0771,32.7801,0.3919,0.7822,-7.9038,0.1666,2.5235,0.1591
168.9369,319.1953,139.1362,0.0088,0.0001,0.0053,0.0022,0.0083,0.0351,0.2659,0.0226,0.0248,0.0079,0.0336,0.0749,32.7757,0.3305,0.7188,-7.0095,0.1751,2.0669,0.2006
177.0259,451.6617,149.4079,0.006,0.0,0.0019,0.002,0.0183,0.0322,0.1075,0.0167,0.0105,0.0091,0.0656,0.1071,21.0496,0.6482,0.7711,-6.7814,0.2108,1.8889,0.0744
142.7057,364.2959,121.1606,0.0134,0.0,0.0027,0.0031,0.0067,0.0288,0.3668,0.0068,0.0069,0.0086,0.0431,0.0411,29.9665,0.5346,0.7689,-6.9005,0.0296,2.2346,0.0533
243.0065,295.3573,203.2158,0.0094,0.0,0.0043,0.0027,0.0047,0.0357,0.221,0.0078,0.0164,0.0107,0.0176,0.0965,29.9887,0.3629,0.7041,-6.5888,0.0822,2.4509,0.2505
145.0604,449.6418,205.68,0.011,0.0,0.0027,0.0048,0.0114,0.0331,0.3006,0.0108,0.0154,0.027,0.0264,0.0909,28.6614,0.5801,0.7345,-5.9781,0.1574,2.6163,0.0828
147.2413,238.3,238.0772,0.0044,0.0001,0.0061,0.003,0.0145,0.0135,0.1317,0.022,0.0201,0.0239,0.0669,0.0082,18.2718,0.2938,0.6562,-6.3192,0.2664,2.322,0.1992
192.5907,524.7287,181.1535,0.0079,0.0001,0.0028,0.0018,0.0072,0.0133,0.2917,0.0228,0.017,0.0085,0.0598,0.0195,22.4048,0.5608,0.6431,-6.2545,0.2645,2.3779,0.1249
243.1797,188.5827,145.8175,0.003,0.0001,0.0036,0.0029,0.0048,0.0408,0.3501,0.0159,0.0191,0.0193,0.0644,0.0766,31.8174,0.5804,0.7469,-6.5373,0.01,1.6815,0.2366
220.9038,413.2966,191.4154,0.005,0.0,0.0036,0.0044,0.0105,0.0189,0.1463,0.0096,0.009,0.0151,0.0204,0.0743,31.8743,0.3021,0.6649,-7.0322,0.2222,2.4074,0.216
222.458,451.2183,214.1254,0.0058,0.0001,0.0055,0.0018,0.0158,0.0267,0.3392,0.015,0.013,0.0255,0.0568,0.09,31.537,0.3769,0.6488,-5.9695,0.0302,1.6083,0.1245
172.2367,126.1036,132.1423,0.0092,0.0001,0.0049,0.0054,0.0084,0.0155,0.1691,0.0176,0.0226,0.0106,0.0688,0.0315,27.1223,0.6188,0.7316,-5.3554,0.1794,2.1405,0.0847
203.0381,207.2737,219.1655,0.0077,0.0001,0.0015,0.0012,0.007,0.0338,0.1024,0.0134,0.0094,0.014,0.0146,0.0709,27.776,0.2712,0.7178,-5.9829,0.1141,2.1433,0.1928
221.7786,219.3091,78.1764,0.0079,0.0,0.0027,0.0043,0.0096,0.0308,0.1892,0.0145,0.0151,0.0167,0.0333,0.0279,21.0637,0.3754,0.7578,-7.0317,0.0944,2.2042,0.1835
259.0479,369.5985,115.7688,0.0109,0.0001,0.006,0.0046,0.0144,0.0395,0.3023,0.015,0.0225,0.0269,0.044,0.0585,27.7375,0.6264,0.6395,-6.2217,0.236,1.5665,0.2162
230.1872,231.1216,192.9126,0.0086,0.0,0.0049,0.0019,0.0164,0.0368,0.0978,0.01,0.0181,0.0077,0.0441,0.0676,25.5979,0.2725,0.6539,-5.5186,0.0424,1.7287,0.0537
248.5609,395.115,186.3314,0.0116,0.0,0.0009,0.0052,0.0153,0.0376,0.2231,0.013,0.009,0.0098,0.0181,0.0691,23.3034,0.3938,0.7713,-7.3905,0.2531,2.1867,0.1632
179.3271,298.9292,176.3986,0.0044,0.0001,0.0061,0.0018,0.0046,0.0255,0.2538,0.0129,0.0098,0.0186,0.0455,0.0647,21.4589,0.3709,0.7422,-6.547,0.108,1.7407,0.2266
143.2539,116.716,223.8668,0.0131,0.0,0.0019,0.0041,0.0163,0.0164,0.0862,0.0066,0.0061,0.0221,0.0464,0.0124,21.2955,0.3032,0.6966,-6.8667,0.0955,1.8691,0.2473
233.4775,182.3988,147.1701,0.0025,0.0001,0.0014,0.0011,0.0124,0.0275,0.4045,0.0058,0.023,0.0232,0.0286,0.0276,23.6866,0.4666,0.7274,-6.384,0.221,2.3946,0.1905
211.7429,410.0946,192.4418,0.0131,0.0001,0.0044,0.0025,0.0152,0.0099,0.2498,0.0099,0.0072,0.0185,0.0316,0.0171,24.2023,0.535,0.747,-5.8818,0.1997,2.1206,0.1833
185.1906,141.6891,155.8117,0.013,0.0,0.0039,0.003,0.0147,0.0341,0.1829,0.0229,0.0143,0.0138,0.0249,0.066,20.3602,0.3183,0.6656,-7.4134,0.2909,1.5332,0.1576
199.1022,285.4383,145.0208,0.0039,0.0001,0.0013,0.0034,0.0151,0.0395,0.3246,0.0138,0.0134,0.012,0.0651,0.0336,32.4365,0.347,0.6944,-6.991,0.1118,1.7262,0.2432
186.3571,386.8268,142.449,0.0049,0.0,0.0016,0.0016,0.0039,0.0313,0.2454,0.0139,0.0187,0.0187,0.0486,0.0428,27.5237,0.6441,0.6767,-6.4524,0.0131,1.8413,0.1754
166.294,571.6411,111.4248,0.0127,0.0001,0.0029,0.0052,0.0153,0.0332,0.2081,0.0211,0.0247,0.0079,0.0648,0.0042,29.3774,0.4554,0.6271,-7.3322,0.0843,2.3074,0.0545
248.7675,491.9262,155.4642,0.004,0.0001,0.0052,0.0042,0.0085,0.0215,0.1064,0.0211,0.0091,0.0116,0.0249,0.0962,28.9654,0.6255,0.7446,-6.9563,0.0917,1.6521,0.0655
170.7154,470.1777,126.5988,0.0124,0.0,0.0035,0.0044,0.003,0.0099,0.2796,0.0158,0.0201,0.0086,0.021,0.1032,24.1766,0.3695,0.6672,-6.7755,0.0218,1.9282,0.1385
176.501,469.8592,158.1379,0.0053,0.0001,0.0027,0.0028,0.0057,0.0249,0.3121,0.0204,0.0224,0.0166,0.0571,0.0329,24.0614,0.4864,0.7684,-6.9181,0.1403,1.9176,0.2456
165.1408,208.0915,239.0489,0.0023,0.0001,0.0043,0.0016,0.0119,0.0272,0.1178,0.0121,0.0226,0.0239,0.0147,0.0057,27.4957,0.5443,0.6382,-7.4435,0.2349,2.4418,0.1423
140.1298,347.7942,115.1559,0.0091,0.0001,0.0017,0.0012,0.0169,0.0341,0.2249,0.0098,0.0207,0.0193,0.0339,0.0691,22.2249,0.5793,0.6799,-7.2616,0.1903,2.3547,0.2272
150.5085,274.6765,178.0429,0.0055,0.0,0.001,0.0018,0.0148,0.0339,0.1038,0.009,0.0173,0.0096,0.0157,0.1058,20.9449,0.2915,0.6569,-7.8129,0.2347,1.5614,0.1306
201.0688,220.5656,230.766,0.0038,0.0,0.0053,0.0017,0.0127,0.0131,0.305,0.0083,0.0246,0.0265,0.0628,0.0533,27.4579,0.4084,0.7381,-5.3635,0.0072,1.5836,0.0509
171.9256,166.4953,220.8075,0.0072,0.0001,0.0057,0.0037,0.0186,0.0261,0.265,0.0063,0.0156,0.0152,0.023,0.031,18.1415,0.2996,0.7307,-6.6378,0.2174,2.6616,0.0985
239.4743,524.7174,226.9752,0.0118,0.0001,0.0031,0.0033,0.0073,0.0205,0.1855,0.0223,0.0109,0.0118,0.0197,0.0876,29.7256,0.4979,0.7317,-6.4745,0.1645,1.9894,0.1326
242.9604,369.7081,112.6818,0.0069,0.0001,0.0043,0.0025,0.0093,0.0343,0.237,0.0167,0.0061,0.0149,0.0327,0.0131,28.2071,0.6137,0.7637,-5.3279,0.0159,1.493,0.1049
230.1861,165.4463,225.5051,0.0024,0.0,0.005,0.0024,0.0057,0.0393,0.2094,0.0159,0.0099,0.0149,0.0657,0.0862,20.9568,0.6482,0.6315,-5.4325,0.1819,2.6551,0.1033
223.3639,412.0185,175.1171,0.0064,0.0001,0.0062,0.0017,0.0087,0.0131,0.3084,0.0058,0.0099,0.0086,0.0278,0.064,21.3682,0.5487,0.7156,-6.6059,0.2646,2.408,0.0616
216.4837,225.5118,158.5271,0.0045,0.0,0.0056,0.0054,0.0155,0.0098,0.0922,0.0129,0.0216,0.0074,0.026,0.0191,28.6369,0.4947,0.6335,-5.8725,0.1023,1.8798,0.0588
202.1606,289.357,111.9843,0.0129,0.0,0.0035,0.0046,0.0133,0.012,0.1778,0.0204,0.0234,0.016,0.0338,0.0376,29.357,0.582,0.6593,-6.1845,0.2473,1.434,0.1175
162.7527,438.9653,236.4694,0.0094,0.0,0.003,0.0022,0.0081,0.0152,0.1,0.0053,0.0179,0.0233,0.0402,0.0197,24.0808,0.3517,0.6648,-6.6345,0.1203,2.8773,0.069
252.4912,478.3896,78.3369,0.005,0.0001,0.0015,0.004,0.0041,0.0113,0.3007,0.0054,0.0128,0.0165,0.0204,0.0361,31.1417,0.6518,0.6362,-7.4646,0.1571,2.8522,0.1724
236.967,170.1413,183.7175,0.0022,0.0,0.0033,0.0053,0.0134,0.0361,0.3796,0.0169,0.0171,0.0142,0.0376,0.1037,21.5694,0.3843,0.7595,-6.6038,0.0194,2.6506,0.0652
170.3878,170.5687,118.2001,0.012,0.0,0.0017,0.0041,0.0175,0.0191,0.368,0.0133,0.0108,0.0214,0.0444,0.0164,32.1904,0.2673,0.7757,-7.1444,0.2347,2.3081,0.2362
187.0453,123.4286,144.4052,0.0024,0.0,0.0023,0.0018,0.0161,0.0332,0.0853,0.0127,0.0192,0.0154,0.047,0.1012,26.5468,0.5951,0.6298,-5.9004,0.0861,1.9653,0.2134
118.3176,341.1624,177.4778,0.0063,0.0,0.0031,0.0033,0.0031,0.0218,0.1654,0.0166,0.0134,0.0245,0.0576,0.0233,19.0171,0.3641,0.7298,-6.1744,0.0654,2.6123,0.129
219.9312,396.2411,137.8499,0.0083,0.0001,0.0058,0.0042,0.0077,0.0146,0.1813,0.0233,0.0192,0.0248,0.0671,0.0712,32.3433,0.2994,0.7095,-6.7183,0.1393,2.3351,0.053
204.4319,581.0953,191.0097,0.0045,0.0001,0.0023,0.0011,0.006,0.0194,0.2686,0.0113,0.0238,0.0074,0.0209,0.0854,18.3605,0.6315,0.6454,-6.4591,0.1248,2.322,0.0954
250.6256,552.7772,189.2197,0.0032,0.0,0.0051,0.0055,0.0088,0.0311,0.1678,0.0206,0.0089,0.0169,0.0276,0.0969,26.6879,0.563,0.7355,-7.3971,0.0522,1.6151,0.24
179.4883,297.8462,158.8214,0.0105,0.0001,0.0022,0.0026,0.0106,0.0307,0.3197,0.022,0.0227,0.0212,0.0284,0.0061,18.6618,0.402,0.7164,-6.5153,0.1015,2.274,0.2345
199.7835,481.8889,162.6309,0.0098,0.0001,0.001,0.0026,0.0058,0.0341,0.272,0.0092,0.0189,0.0144,0.0305,0.0874,21.3317,0.5773,0.7484,-7.0459,0.0257,2.0942,0.1964
143.8232,195.9973,238.8918,0.0056,0.0001,0.002,0.0053,0.0075,0.0184,0.3864,0.0197,0.0105,0.0117,0.0483,0.0074,28.3579,0.4568,0.7438,-7.2423,0.0464,2.6229,0.1806
204.9571,185.2414,149.6413,0.0023,0.0,0.0053,0.0011,0.0184,0.0096,0.3211,0.0196,0.0139,0.0274,0.0337,0.0029,24.8883,0.416,0.6943,-5.4851,0.1064,1.8981,0.1166
255.4557,499.8566,142.407,0.0025,0.0001,0.0038,0.0045,0.0139,0.0118,0.1684,0.0079,0.0109,0.0083,0.0168,0.042,22.5421,0.6235,0.7344,-7.4396,0.0686,1.9339,0.2454
216.2342,536.0661,92.6631,0.0088,0.0001,0.0056,0.0021,0.0184,0.0204,0.1044,0.0223,0.0244,0.0236,0.018,0.038,30.9588,0.5778,0.7562,-5.9042,0.1877,2.1379,0.1475
206.1204,445.4766,218.5125,0.0087,0.0,0.0031,0.0054,0.0028,0.0389,0.1157,0.0053,0.0141,0.0075,0.0144,0.0377,29.0432,0.2611,0.6426,-6.1241,0.0178,2.6695,0.1566
254.8986,199.1305,212.5814,0.0111,0.0,0.0061,0.0032,0.0103,0.0107,0.1613,0.0149,0.0097,0.0149,0.0492,0.0791,30.4515,0.4532,0.7185,-6.2593,0.1515,2.2017,0.2372
222.0938,264.5294,90.0587,0.0067,0.0001,0.0012,0.0043,0.0079,0.0234,0.1874,0.0121,0.0091,0.0205,0.0305,0.0017,19.1982,0.4409,0.7767,-7.3851,0.0435,1.4241,0.045
187.0587,586.6828,167.9169,0.0117,0.0001,0.0025,0.0056,0.0046,0.0133,0.3693,0.0134,0.023,0.018,0.0191,0.0571,24.3453,0.379,0.6326,-7.9592,0.1142,2.4972,0.2493
214.0967,526.7008,114.7619,0.0094,0.0001,0.002,0.0015,0.004,0.0275,0.2964,0.0171,0.0075,0.0182,0.0552,0.1038,20.1021,0.476,0.7521,-5.5191,0.2315,2.4331,0.1052
257.8942,460.3182,133.0227,0.0128,0.0,0.0037,0.0015,0.0035,0.0166,0.3132,0.0113,0.0086,0.0176,0.0355,0.0107,22.6754,0.3104,0.6508,-6.5124,0.0217,2.5661,0.1776
152.5074,554.3801,155.6089,0.0126,0.0,0.0013,0.0021,0.0089,0.0102,0.1794,0.0201,0.0198,0.0259,0.036,0.0658,32.5765,0.437,0.7592,-5.9349,0.0613,1.7128,0.1392
175.9698,136.9937,99.3035,0.0121,0.0,0.0047,0.0015,0.0063,0.0356,0.2393,0.019,0.0107,0.0183,0.024,0.0963,27.6784,0.2742,0.7831,-6.5225,0.2097,2.2223,0.0462
168.53,325.2237,176.5638,0.0073,0.0001,0.0054,0.0012,0.0043,0.0149,0.3919,0.0059,0.0166,0.0099,0.0244,0.0164,25.3397,0.6393,0.7072,-6.5317,0.11,1.7846,0.167
240.0959,320.1672,97.9023,0.0025,0.0,0.005,0.0017,0.0081,0.0148,0.3117,0.019,0.0125,0.0227,0.0521,0.1011,28.1164,0.3111,0.7294,-6.0152,0.275,2.6238,0.1892
191.8586,465.784,122.5381,0.0035,0.0,0.0055,0.0055,0.0105,0.0258,0.3188,0.0131,0.015,0.0132,0.0148,0.0654,19.9667,0.3307,0.674,-7.5951,0.1998,1.4871,0.0972
243.0677,457.6147,197.1692,0.0032,0.0001,0.003,0.0013,0.004,0.0342,0.1845,0.0126,0.0211,0.0088,0.0564,0.056,20.7188,0.3872,0.6377,-6.9314,0.0677,2.7092,0.2071
126.0856,350.9341,106.0165,0.0032,0.0001,0.0043,0.0055,0.0134,0.0104,0.3077,0.0227,0.0233,0.0183,0.0278,0.0443,31.4796,0.6498,0.6949,-5.2642,0.1223,2.5681,0.0877
112.8473,468.2141,222.411,0.0134,0.0001,0.0051,0.0041,0.0059,0.013,0.1043,0.0103,0.0151,0.0228,0.0574,0.0059,29.8227,0.5865,0.7386,-7.8597,0.1627,2.6582,0.2506
119.2279,170.6988,85.0551,0.0051,0.0001,0.0011,0.0012,0.0039,0.0217,0.3329,0.0122,0.0214,0.0155,0.0209,0.0321,28.7656,0.4829,0.661,-6.265,0.0498,1.5055,0.2488
180.1541,259.9386,139.3405,0.0112,0.0,0.0047,0.0034,0.0084,0.02,0.1788,0.0216,0.0116,0.0246,0.0469,0.0244,29.5078,0.4008,0.7369,-7.612,0.0453,1.6904,0.1676
189.1312,151.149,82.1881,0.0071,0.0,0.0053,0.0023,0.0123,0.0253,0.366,0.0094,0.0072,0.0178,0.0167,0.0993,29.2457,0.5357,0.6622,-7.7711,0.0816,1.7373,0.0602
113.892,263.7442,101.3106,0.0031,0.0001,0.0039,0.004,0.0109,0.0199,0.1794,0.0176,0.0232,0.0254,0.0209,0.0195,27.6841,0.6182,0.7852,-7.0442,0.2054,1.4602,0.1376
162.8901,557.8441,195.122,0.006,0.0,0.0057,0.004,0.015,0.031,0.2108,0.0127,0.0208,0.0258,0.0396,0.0632,21.4517,0.3254,0.7535,-7.4687,0.0712,1.8168,0.0714
214.7934,141.8213,100.7003,0.0052,0.0,0.0041,0.0044,0.0175,0.0182,0.1254,0.0215,0.0135,0.0074,0.0298,0.0147,28.6696,0.3498,0.7548,-5.2568,0.1617,2.0159,0.1614
179.5983,499.5016,79.9929,0.0063,0.0001,0.0012,0.0014,0.0105,0.0354,0.3607,0.0099,0.0082,0.0202,0.0403,0.0089,28.1988,0.5359,0.7545,-5.7104,0.1214,2.2027,0.2174
158.2915,332.9081,234.4774,0.0075,0.0001,0.0056,0.0039,0.0086,0.0387,0.1329,0.013,0.0134,0.0177,0.0658,0.0325,24.5368,0.6579,0.7454,-5.8309,0.0304,1.5182,0.09
252.1087,411.9969,147.5445,0.0097,0.0,0.0022,0.0051,0.0122,0.032,0.363,0.0161,0.0166,0.0202,0.0345,0.0097,24.724,0.3241,0.7751,-6.4932,0.0837,1.4437,0.2396
230.922,533.9763,187.4069,0.012,0.0,0.0048,0.0041,0.0033,0.0241,0.3943,0.0095,0.0143,0.0081,0.0374,0.0287,28.1008,0.3416,0.7632,-7.0775,0.2762,1.6959,0.0962
141.3629,425.9516,123.4578,0.0098,0.0,0.0029,0.0016,0.0116,0.0249,0.2009,0.007,0.023,0.012,0.0309,0.0171,23.1131,0.4773,0.7844,-7.3653,0.2555,1.481,0.0453
211.7416,233.1839,147.6214,0.0101,0.0001,0.0055,0.0051,0.005,0.0171,0.2118,0.0073,0.0233,0.0103,0.0216,0.0356,31.3708,0.4356,0.6867,-7.0828,0.2493,1.7785,0.0884
118.6923,176.7443,161.7777,0.0073,0.0,0.0046,0.0037,0.0071,0.0337,0.1839,0.0141,0.0114,0.0173,0.0533,0.0549,29.1568,0.5465,0.6384,-7.9162,0.1851,1.9484,0.1678
191.0804,481.6899,133.0955,0.011,0.0001,0.0058,0.0022,0.0047,0.0202,0.2242,0.0179,0.0093,0.0103,0.0295,0.0225,21.388,0.6284,0.7499,-5.9445,0.0768,2.2396,0.2456
119.3453,515.5082,163.5053,0.0084,0.0,0.0048,0.0022,0.0047,0.0395,0.0899,0.0157,0.0226,0.0183,0.0603,0.0861,28.1313,0.2594,0.77,-6.4666,0.1823,1.9429,0.1289
150.8327,289.719,86.215,0.0095,0.0,0.0032,0.0036,0.0094,0.0324,0.3415,0.0162,0.0115,0.0135,0.0613,0.0522,28.4334,0.424,0.7806,-7.2242,0.1553,1.8432,0.1579
113.2143,176.34,218.5857,0.011,0.0001,0.0045,0.0049,0.0102,0.0238,0.1051,0.0187,0.0207,0.0108,0.0352,0.0981,18.7697,0.2698,0.7819,-5.9155,0.1938,2.0129,0.2494
163.2776,199.279,187.9975,0.0066,0.0,0.0038,0.0056,0.018,0.031,0.2321,0.0201,0.0227,0.0176,0.0329,0.0937,29.5077,0.5238,0.6681,-5.8585,0.0505,2.3535,0.166
118.2211,502.1187,77.6303,0.0119,0.0001,0.001,0.0052,0.0047,0.0102,0.2604,0.0226,0.0179,0.0258,0.0377,0.0413,26.8405,0.387,0.7299,-7.0628,0.2253,2.7572,0.052
126.1276,378.2325,205.4841,0.0113,0.0001,0.004,0.0027,0.0064,0.0096,0.3237,0.0123,0.0241,0.0211,0.0453,0.0548,24.6343,0.2898,0.739,-7.1691,0.2255,1.6329,0.2135
